Aleph system no.,Author_reconciliation_status,Author_Wikidata_label,Author_Wikidata_QID,Other_authors_structure,Other_personal_authors_clean,Author_review_status,Author_death_year,Author_birth_year,Author_name_clean,Title_clean,Country code,Language code (008),Language code (041),DDC,Personal author,Corporate author,Title,Edition,Imprint,Imprint_clean,Place_after_colon,Publisher_candidate,Publisher_standardised,Publisher_clean,Publisher_role,Place_before_colon,Publication_place_final,Place_QA_status,Place_for_Wikidata,Wikidata_QID_manual_sample,Publication_place,Publication_place_standardised,Year_end,Year_start,Year_status,Publication_year,Series,Subjects,Other personal authors,Other corporate authors,DOM ID,Type,Genre
014815184,matched,Albert Kinross,Q4710640,,,unchanged,,,"KINROSS, Albert.",An Opera and Lady Grasmere.,|||,und,,,"KINROSS, Albert.",,An Opera and Lady Grasmere. [electronic resource],,"Bristol : J. W. Arrowsmith, [1899.].","Bristol : J. W. Arrowsmith, [1899.].",J. W. Arrowsmith,J. W. Arrowsmith,J. W. Arrowsmith,J. W. Arrowsmith,Named publisher or ambiguous,Bristol,Bristol,Likely clean single place,Bristol,,Bristol,Bristol,,1899,Supplied,1899,,,,,lsidyv39faf6e4,opera,Music
014815356,matched,Jean de La Brète,Q3175471,single or unclear,"DIXON, F. Hoper, Mrs.",standardised,1945,1854,"La Brète, Jean de",[Un Vaincu.] Fate's Fetters ... Translated by Mrs. F. Hoper-Dixon.,|||,und,,,"La Brète, Jean de, 1854-1945.",,[Un Vaincu.] Fate's Fetters ... Translated by Mrs. F. Hoper-Dixon. [electronic resource],,"London : Digby, Long & Co., [1897.].","London : Digby, Long & Co., [1897.].","Digby, Long & Co.","Digby, Long & Co.","Digby, Long & Co.","Digby, Long & Co.",Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1897,Supplied,1897,,,"DIXON, F. Hoper, Mrs.",,lsidyv39df5778,opera,Music
014815385,blank,,,,,missing,,,,"The Peruvian, a comic opera, in three acts [in prose, with songs] ... By a Lady, etc.",|||,und,,,,,"The Peruvian, a comic opera, in three acts [in prose, with songs] ... By a Lady, etc. [electronic resource]",,"London, 1786.","London, 1786.",,,,,Missing,London,London,Likely clean single place,London,Q84,London,London,,1786,Exact,1786,,,,,lsidyv3a52575c,opera,Music
014815638,unreconciled,,,single or unclear,"TREVOR, William, of Manchester.",unchanged,,,"LAYCOCK, Samuel.",Warblin's fro' an Owd Songster. With an introductory sketch by W. Trevor. [Illustrated.],|||,und,,,"LAYCOCK, Samuel.",,Warblin's fro' an Owd Songster. With an introductory sketch by W. Trevor. [Illustrated.] [electronic resource],,"pp. xv. 376. W. E. Clegg: Oldham, 1893.","pp. xv. 376. W. E. Clegg : Oldham, 1893.",Oldham,Oldham,Oldham,Oldham,Named publisher or ambiguous,pp. xv. 376. W. E. Clegg,pp. xv. 376. W. E. Clegg,Likely clean single place,pp. xv. 376. W. E. Clegg,,pp. xv. 376. W. E. Clegg,pp. xv. 376. W. E. Clegg,,1893,Exact,1893,,,"TREVOR, William, of Manchester.",,lsidyv352bfe15,song,Music
014815641,none,,,,,unchanged,,,"LAZARUS, Emma.","Songs of a Semite: The Dance to Death, and other poems.",|||,und,,,"LAZARUS, Emma.",,"Songs of a Semite: The Dance to Death, and other poems. [electronic resource]",,"New York : Office of “The American Hebrew”, 1882.","New York : Office of “The American Hebrew”, 1882.",Office of “The American Hebrew”,Office of “The American Hebrew”,Office of “The American Hebrew”,Office of “The American Hebrew”,Named publisher or ambiguous,New York,New York,Likely clean single place,New York,,New York,New York,,1882,Exact,1882,,,,,lsidyv39f15f55,song,Music
014815666,none,,,,,unchanged,,,"LEBASTEUR, H., Engineer.","The Metals at the Paris International Exhibition of 1878: their resisting properties, and their uses in railway plant.",|||,eng,,,"LEBASTEUR, H., Engineer.",,"The Metals at the Paris International Exhibition of 1878: their resisting properties, and their uses in railway plant. [electronic resource]",,"London ; Paris [printed], 1880.","London; Paris [printed], 1880.",,,,,Missing,London; Paris [printed],London; Paris,Multiple places,London; Paris,,London; Paris [printed,London; Paris [printed,,1880,Exact,1880,,,,,lsidyv3cb63fb0,opera,Music
014815843,none,,,,,unchanged,,,"LEONARD, Henry Charles.",Sacred Songs of the World. Translated from one hundred and twenty languages. Edited by H. C. Leonard.,|||,und,,,"LEONARD, Henry Charles.",,Sacred Songs of the World. Translated from one hundred and twenty languages. Edited by H. C. Leonard. [electronic resource],,"London : Elliot Stock, 1899.","London : Elliot Stock, 1899.",Elliot Stock,Elliot Stock,Elliot Stock,Elliot Stock,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1899,Exact,1899,,,,,lsidyv3392aa4b,song,Music
014815884,matched,Eugène Leterrier,Q3059998,multiple: dash,"Carte, Helen D'Oyly, 1852-1913. -- Vanloo, Albert, 1846-1920.",unchanged,,,"Leterrier, Eugène.","A Comic Opera ... entitled: The Lucky Star. Founded on and adapted from the French original ... Revised ... by H. L. [i.e. Mrs. D'Oyly Carte], etc.",|||,und,,,"Leterrier, Eugène.",,"A Comic Opera ... entitled: The Lucky Star. Founded on and adapted from the French original ... Revised ... by H. L. [i.e. Mrs. D'Oyly Carte], etc. [electronic resource]",,"London : Chappell & Co., [1899.].","London : Chappell & Co., [1899.].",Chappell & Co.,Chappell & Co.,Chappell & Co.,Chappell & Co.,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1899,Supplied,1899,,,"Carte, Helen D'Oyly, 1852-1913. -- Vanloo, Albert, 1846-1920.",,lsidyv34ec785a,opera,Music
014815889,blank,,,,,missing,,,,"Letters to the Christian Church, at Bradford, on the controversy concerning Popery, written during the winter of 1828-29.",|||,eng,,,,,"Letters to the Christian Church, at Bradford, on the controversy concerning Popery, written during the winter of 1828-29. [electronic resource]",,"Bradford : T. Inkersley & Co., 1829.","Bradford : T. Inkersley & Co., 1829.",T. Inkersley & Co.,T. Inkersley & Co.,T. Inkersley & Co.,T. Inkersley & Co.,Named publisher or ambiguous,Bradford,Bradford,Likely clean single place,Bradford,,Bradford,Bradford,,1829,Exact,1829,,,,,lsidyv3bd59f66,opera,Music
014816175,blank,,,,,missing,,,,"Rump [electronic resource] ; or An Exact collection of the choycest poems and songs relating to the late times. By the most eminent wits, from anno 1639. to anno 1661.",enk,eng,,,,,"Rump [electronic resource] ; or An Exact collection of the choycest poems and songs relating to the late times. By the most eminent wits, from anno 1639. to anno 1661.",,"London, Printed for Henry Brome at the Gun in Ivy-lane, and Henry Marsh at the Princes Armes in Chancery-lane. 1662. [Reprinted 1874]","London, Printed for Henry Brome at the Gun in Ivy-lane, and Henry Marsh at the Princes Armes in Chancery-lane. 1662. [Reprinted 1874]",,,,Henry Brome; Henry Marsh,Bookseller/distributor statement,"London, Printed for Henry Brome at the Gun in Ivy-lane, and Henry Marsh at the Princes Armes in Chancery-lane. 1662. [Reprinted",London,Review: imprint statement,"London, Printed for Henry Brome at the Gun in Ivy-lane, and Henry Marsh at the Princes Armes in Chancery-lane. 1662. [Reprinted",,"London, for Henry Brome at the Gun in Ivy-lane, and Henry Marsh at the Princes Armes in Chancery-lane. 1662. [Reprinted","London, for Henry Brome at the Gun in Ivy-lane, and Henry Marsh at the Princes Armes in Chancery-lane. 1662. [Reprinted",,1662,Exact,1874,,"Puritans. -- Political ballads and songs, English. -- Great Britain History",,,lsidyv3070c6d7,song,Music
014816190,matched,Caroline Estelle Koerner Adams,Q135431367,,,unchanged,,,"ADAMS, Estelle Davenport.","Sea Song and River Rhyme from Chaucer to Tennyson, selected and edited by E. D. Adams. With a new poem by A. C. Swinburne, etc.",|||,und,,,"ADAMS, Estelle Davenport.",,"Sea Song and River Rhyme from Chaucer to Tennyson, selected and edited by E. D. Adams. With a new poem by A. C. Swinburne, etc. [electronic resource]",,"London : G. Redway, 1887.","London : G. Redway, 1887.",G. Redway,G. Redway,G. Redway,G. Redway,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1887,Exact,1887,,,,,lsidyv33514a94,song,Music
014816202,matched,Charles Dibdin,Q1064116,single or unclear,"Marmontel, Jean-François, 1723-1799.",standardised,1814,1745,"Dibdin, Charles","The Shepherdess of the Alps: a comic opera, in three acts, etc. [By Charles Dibdin. Based on “La Bergère des Alpes” of Jean François Marmontel.]",|||,und,,,"Dibdin, Charles, 1745-1814.",,"The Shepherdess of the Alps: a comic opera, in three acts, etc. [By Charles Dibdin. Based on “La Bergère des Alpes” of Jean François Marmontel.] [electronic resource]",,"London : G. Kearsley, 1780.","London : G. Kearsley, 1780.",G. Kearsley,G. Kearsley,G. Kearsley,G. Kearsley,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1780,Exact,1780,,,"Marmontel, Jean-François, 1723-1799.",,lsidyv32c4138c,opera,Music
014816207,blank,,,,,missing,,,,"The Festival of Anacreon, containing a collection of modern songs written for the Anacreontic Society, the Beef-Steak and Humbug Clubs; by Captain Morris, Mr. Hewerdine, Sir John Moore, and other lyric writers ... (Third part.) The eighth edition.",|||,und,,,,,"The Festival of Anacreon, containing a collection of modern songs written for the Anacreontic Society, the Beef-Steak and Humbug Clubs; by Captain Morris, Mr. Hewerdine, Sir John Moore, and other lyric writers ... (Third part.) The eighth edition. [electronic resource]",,"London : W. Holland, [1810?].","London : W. Holland, [1810?].",W. Holland,W. Holland,W. Holland,W. Holland,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1810,Uncertain,1810,,,,,lsidyv30661257,song,Music
014816215,none,,,,,unchanged,,,"ANKETELL, John, Curate of Donaghendry.","Poems on Several Subjects ... To which are added, The Epistle of Yarico to Inkle; and the English and Latin songs of Chevy Chase.",|||,und,,,"ANKETELL, John, Curate of Donaghendry.",,"Poems on Several Subjects ... To which are added, The Epistle of Yarico to Inkle; and the English and Latin songs of Chevy Chase. [electronic resource]",,"Dublin : Printed for the Author, 1793.","Dublin : Printed for the Author, 1793.",Printed for the Author,Printed for the Author,Printed for the Author,Printed for the Author,Printer statement,Dublin,Dublin,Likely clean single place,Dublin,Q1761,Dublin,Dublin,,1793,Exact,1793,,,,,lsidyv338c5d73,song,Music
014816229,blank,,,,,missing,,,,"The Ballads and Songs of Ayrshire, illustrated with sketches, historical, traditional, narrative, and biographical.",|||,und,,,,,"The Ballads and Songs of Ayrshire, illustrated with sketches, historical, traditional, narrative, and biographical. [electronic resource]",,"Ayr; T. G. Stevenson Edinburgh : 2 ser. Published for the Editor, 1846, 47.","Ayr; T. G. Stevenson Edinburgh : 2 ser. Published for the Editor, 1846, 47.","2 ser. Published for the Editor, 1846, 47.","2 ser. Published for the Editor, 1846, 47.","2 ser. Published for the Editor, 1846, 47.",Published for the Editor,Publisher statement,Ayr; T. G. Stevenson Edinburgh,Ayr; T. G. Stevenson Edinburgh,Multiple places,Ayr; T. G. Stevenson Edinburgh,,Ayr; T. G. Stevenson Edinburgh,Ayr; T. G. Stevenson Edinburgh,,1846,Exact,1846,,,,,lsidyv32b5bdb7,song,Music
014816234,none,,,single or unclear,"BEVAN, Emma Frances.",unchanged,,,"B., E. F.",Songs of Eternal Life. Translated from the German (by E. F. B.) With illustrations.,|||,und,,,"B., E. F.",,Songs of Eternal Life. Translated from the German (by E. F. B.) With illustrations. [electronic resource],,"London : Seeley, Jackson, & Halliday, 1858.","London : Seeley, Jackson, & Halliday, 1858.","Seeley, Jackson, & Halliday","Seeley, Jackson, & Halliday","Seeley, Jackson, & Halliday","Seeley, Jackson, & Halliday",Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1858,Exact,1858,,,"BEVAN, Emma Frances.",,lsidyv3386c11f,song,Music
014816244,none,,,,,unchanged,,,"BARKER, Lucy D. Sale.",Illustrated Poems and Songs for Young People. Edited by Mrs. Sale Barker.,|||,und,,,"BARKER, Lucy D. Sale.",,Illustrated Poems and Songs for Young People. Edited by Mrs. Sale Barker. [electronic resource],,"London : G. Routledge & Sons, 1885 [1884].","London : G. Routledge & Sons, 1885 [1884].","G. Routledge & Sons, 1885","G. Routledge & Sons, 1885","G. Routledge & Sons, 1885",G. Routledge & Sons,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1885,Supplied,1884,,,,,lsidyv32c1f854,song,Music
014816276,none,,,,,unchanged,,,"BELL, Robert, Author of “The Life of Canning.”.",[Art and Song. A series of original ... engravings from masterpieces of art of the nineteenth century accompanied by a selection of the choicest poems in the English language. Edited by R. Bell.],|||,und,,,"BELL, Robert, Author of “The Life of Canning.”.",,[Art and Song. A series of original ... engravings from masterpieces of art of the nineteenth century accompanied by a selection of the choicest poems in the English language. Edited by R. Bell.] [electronic resource],New edition.,"London : J. S. Virtue & Co., [1892.].","London : J. S. Virtue & Co., [1892.].",J. S. Virtue & Co.,J. S. Virtue & Co.,J. S. Virtue & Co.,J. S. Virtue & Co.,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1892,Supplied,1892,,,,,lsidyv32b6ae32,song,Music
014816283,matched,William Cox Bennett,Q8007212,,,unchanged,,,"BENNETT, William Cox.","The Lark: songs, ballads and recitations for the people.",|||,und,,,"BENNETT, William Cox.",,"The Lark: songs, ballads and recitations for the people. [electronic resource]",,"London : Hart & Co., [1885.].","London : Hart & Co., [1885.].",Hart & Co.,Hart & Co.,Hart & Co.,Hart & Co.,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1885,Supplied,1885,,,,,lsidyv31a39bc8,song,Music
014816307,none,,,multiple: dash,"Lofft, Capel, 1751-1824. -- NESBIT, Charlton. -- THURSTON, John, Artist.",unchanged,,,"BLOOMFIELD, Robert, Poet.","Rural tales, ballads, and songs.",enk,eng,,,"BLOOMFIELD, Robert, Poet.",,"Rural tales, ballads, and songs. [electronic resource]",,"printed for Vernor & Hood; and Longman & Rees; by T. Bensley : London, 1802.","printed for Vernor & Hood; and Longman & Rees; by T. Bensley : London, 1802.",London,London,London,Vernor & Hood; Longman & Rees,Bookseller/distributor statement,printed for Vernor & Hood; and Longman & Rees; by T. Bensley,London,Review: imprint statement,printed for Vernor & Hood; and Longman & Rees; by T. Bensley,,London,London,,1802,Exact,1802,,,"Lofft, Capel, 1751-1824. -- NESBIT, Charlton. -- THURSTON, John, Artist.",,lsidyv2eb8096b,song,Music
014816318,none,,,,,unchanged,,,"BOURNE, Thomas, Vicar of Stoke Golding and Dadlington.","The Maid of Skiddaw, Songs of Palestine, and other poems.",|||,und,,,"BOURNE, Thomas, Vicar of Stoke Golding and Dadlington.",,"The Maid of Skiddaw, Songs of Palestine, and other poems. [electronic resource]",,"Turnham Green : The Author, 1836.","Turnham Green : The Author, 1836.",The Author,The Author,The Author,The Author,Author/self-publication statement,Turnham Green,Turnham Green,Likely clean single place,Turnham Green,,Turnham Green,Turnham Green,,1836,Exact,1836,,,,,lsidyv2eba7e03,song,Music
014816343,none,,,,,unchanged,,,"Brown, James, freemason.","Odes, Elegies, Songs, &c.",|||,und,,,"Brown, James, freemason.",,"Odes, Elegies, Songs, &c. [electronic resource]",,"Bristol : G. Routh, 1786.","Bristol : G. Routh, 1786.",G. Routh,G. Routh,G. Routh,G. Routh,Named publisher or ambiguous,Bristol,Bristol,Likely clean single place,Bristol,,Bristol,Bristol,,1786,Exact,1786,,,,,lsidyv33877ce0,song,Music
014816353,none,,,,,unchanged,,,"BRUCE, George, Miniature Painter.","Poems, Ballads, and Songs, on various occassions.",|||,und,,,"BRUCE, George, Miniature Painter.",,"Poems, Ballads, and Songs, on various occassions. [electronic resource]",,"Edinburgh : -215. Oliver & Boyd, 1813.","Edinburgh : -215. Oliver & Boyd, 1813.",-215. Oliver & Boyd,-215. Oliver & Boyd,-215. Oliver & Boyd,Oliver & Boyd,Named publisher or ambiguous,Edinburgh,Edinburgh,Likely clean single place,Edinburgh,Q23436,Edinburgh,Edinburgh,,1813,Exact,1813,,,,,lsidyv3028c843,song,Music
014816370,matched,Robert Burns,Q81960,single or unclear,"Gilfillan, George, 1813-1878.",standardised,1796,1759,"Burns, Robert","The National Burns. Edited by Rev. George Gilfillan, including the airs of all the songs, and an original life of Burns by the editor. [With plates, including portraits.]",|||,und,,,"Burns, Robert, 1759-1796",,"The National Burns. Edited by Rev. George Gilfillan, including the airs of all the songs, and an original life of Burns by the editor. [With plates, including portraits.] [electronic resource]",,"Glasgow : William Mackenzie, [1879, 80.].","Glasgow : William Mackenzie, [1879, 80.].","William Mackenzie, [1879, 80.].","William Mackenzie, [1879, 80.].","William Mackenzie, [1879, 80.].",William Mackenzie,Named publisher or ambiguous,Glasgow,Glasgow,Likely clean single place,Glasgow,Q4093,Glasgow,Glasgow,,1879,Supplied,1879,,,"Gilfillan, George, 1813-1878.",,lsidyv3832f08e -- lsidyv3026795e,song,Music
