Aleph system no.,Country code,Language code (008),Language code (041),Imprint,Imprint_clean,Publisher_clean,Publisher_role,Publication_place_final,Place_QA_status,Wikidata_QID_manual_sample,Year_end,Year_start,Year_status,Publication_year,DOM ID
14807922,|||,eng,,"London : Richard Bentley, 1837.","London : Richard Bentley, 1837.",Richard Bentley,Named publisher or ambiguous,London,Likely clean single place,Q84,,1837,Exact,1837,lsidyv3e6cbca6
14807923,|||,eng,,"Paris : A. & W. Galignani & Co., 1837.","Paris : A. & W. Galignani & Co., 1837.",A. & W. Galignani & Co.,Named publisher or ambiguous,Paris,Likely clean single place,,,1837,Exact,1837,lsidyv3bd76f48
14807941,|||,und,,"Philadelphia : E. H. Butler & Co., 1866.","Philadelphia : E. H. Butler & Co., 1866.",E. H. Butler & Co.,Named publisher or ambiguous,Philadelphia,Likely clean single place,,,1866,Exact,1866,lsidyv3a98ddf2
14808006,|||,und,,"Belfast : D. & J. Allen, 1879.","Belfast : D. & J. Allen, 1879.",D. & J. Allen,Named publisher or ambiguous,Belfast,Likely clean single place,,,1879,Exact,1879,lsidyv347a2975
14808018,|||,und,,"London : Published for the Author by Taylor & Hessey, 1825.","London : Published for the Author by Taylor & Hessey, 1825.",Published for the Author by Taylor & Hessey,Publisher statement,London,Likely clean single place,Q84,,1825,Exact,1825,lsidyv3458a1b2
14808179,|||,eng,,"Edinburgh : John Johnstone, 1830.","Edinburgh : John Johnstone, 1830.",John Johnstone,Named publisher or ambiguous,Edinburgh,Likely clean single place,Q23436,,1830,Exact,1830,lsidyv2afc3e7d
14808296,|||,und,,"London : Ward & Downey, 1885.","London : Ward & Downey, 1885.",Ward & Downey,Named publisher or ambiguous,London,Likely clean single place,Q84,,1885,Exact,1885,lsidyv3960b32b
14808314,|||,und,,"London : 2. T. Cadell & W. Davies, 1810.","London : 2. T. Cadell & W. Davies, 1810.",T. Cadell & W. Davies,Named publisher or ambiguous,London,Likely clean single place,Q84,,1810,Exact,1810,lsidyv346bd8f7
14808315,|||,und,,"London : T. Cadell & W. Davies, 1810.","London : T. Cadell & W. Davies, 1810.",T. Cadell & W. Davies,Named publisher or ambiguous,London,Likely clean single place,Q84,,1810,Exact,1810,lsidyv341f978a -- lsidyv33518bf5
14808457,|||,und,,"London : Printed for the Author, 1813.","London : Printed for the Author, 1813.",Printed for the Author,Printer statement,London,Likely clean single place,Q84,,1813,Exact,1813,lsidyv34727c1e
14808591,|||,eng,,"New York : John Wiley & Sons, 1877.","New York : John Wiley & Sons, 1877.",John Wiley & Sons,Named publisher or ambiguous,New York,Likely clean single place,,,1877,Exact,1877,lsidyv3cdc032d
14808592,|||,eng,,"New York : John Wiley & Sons ; London : Chapman & Hall, 1898.","New York : John Wiley & Sons; London : Chapman & Hall, 1898.",John Wiley & Sons; London : Chapman & Hall,Named publisher or ambiguous,New York,Likely clean single place,,,1898,Exact,1898,lsidyv3cc4e4fb
14808602,|||,und,,"London : Chappell & Co., [1891.].","London : Chappell & Co., [1891.].",Chappell & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1891,Supplied,1891,lsidyv34ebbdf5
14808847,|||,und,,"London; Nuremberg printed : Ernest Nister, [1888.].","London; Nuremberg printed : Ernest Nister, [1888.].",Ernest Nister,Named publisher or ambiguous,London; Nuremberg,Multiple places,,,1888,Supplied,1888,lsidyv34757ecd
14808904,|||,und,,"London : J. Nutt, 1704.","London : J. Nutt, 1704.",J. Nutt,Named publisher or ambiguous,London,Likely clean single place,Q84,,1704,Exact,1704,lsidyv314c51ab
14809044,|||,und,,"London : The Author, 1803.","London : The Author, 1803.",The Author,Author/self-publication statement,London,Likely clean single place,Q84,,1803,Exact,1803,lsidyv346cae54 -- lsidyv335336a0
14809045,|||,und,,"The Proprietors of the “Illustrations of London Buildings�?London, 1826.","The Proprietors of the “Illustrations of London Buildings�?London, 1826.",,Missing,The Proprietors of the “Illustrations of London Buildings�?London,Likely clean single place,,,1826,Exact,1826,lsidyv342577d2
14809050,|||,und,,"London : Longman, Hurst, Rees, & Orme, 1805.","London : Longman, Hurst, Rees, & Orme, 1805.","Longman, Hurst, Rees & Orme",Named publisher or ambiguous,London,Likely clean single place,Q84,,1805,Exact,1805,lsidyv3493a405
14809056,|||,und,,"London : Harding & King, 1833.","London : Harding & King, 1833.",Harding & King,Named publisher or ambiguous,London,Likely clean single place,Q84,,1833,Exact,1833,lsidyv346c3d09
14809057,|||,und,,"London : John Miller, 1819.","London : John Miller, 1819.",John Miller,Named publisher or ambiguous,London,Likely clean single place,Q84,,1819,Exact,1819,lsidyv34ebf1cf
14809058,|||,und,,"London : Barker & Son, 1805.","London : Barker & Son, 1805.",Barker & Son,Named publisher or ambiguous,London,Likely clean single place,Q84,,1805,Exact,1805,lsidyv3493a75c
14809059,|||,und,,"London : Appleyards, [1807.].","London : Appleyards, [1807.].",Appleyards,Named publisher or ambiguous,London,Likely clean single place,Q84,,1807,Supplied,1807,lsidyv309062ed
14809139,|||,eng,,"Greenfield : Denio & Phelps, 1813.","Greenfield : Denio & Phelps, 1813.",Denio & Phelps,Named publisher or ambiguous,Greenfield,Likely clean single place,,,1813,Exact,1813,lsidyv3bb242f9
14809167,|||,und,,"London and Sydney : Remington & Co., 1893.","London and Sydney : Remington & Co., 1893.",Remington & Co.,Named publisher or ambiguous,London and Sydney,Likely clean single place,,,1893,Exact,1893,lsidyv3470d005
14809178,|||,und,,"London : R. S. Kirby, 1829.","London : R. S. Kirby, 1829.",R. S. Kirby,Named publisher or ambiguous,London,Likely clean single place,Q84,,1829,Exact,1829,lsidyv34ebf870
14809179,|||,und,,"London : J. Barker, 1811.","London : J. Barker, 1811.",J. Barker,Named publisher or ambiguous,London,Likely clean single place,Q84,,1811,Exact,1811,lsidyv3091244a
14809180,|||,und,,"London : J. Barker, 1812.","London : J. Barker, 1812.",J. Barker,Named publisher or ambiguous,London,Likely clean single place,Q84,,1812,Exact,1812,lsidyv3493ac14
14809235,|||,ita,,"Venezia, 1826-33.","Venezia, 1826-33.",,Missing,"Venezia, 1826-33.",Review: comma-separated,,1833,1826,Exact,1826,lsidyv3dc10e1e -- lsidyv3d802e57 -- lsidyv3e718305 -- lsidyv35d285aa -- lsidyv3db1c168 -- lsidyv36294b58 -- lsidyv3dc127c5 -- lsidyv3dc13f08 -- lsidyv3dc87646 -- lsidyv3db7b61a
14809248,|||,und,,"London : Macmillan & Co., 1894.","London : Macmillan & Co., 1894.",Macmillan & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1894,Exact,1894,lsidyv34f1d881
14809283,|||,und,,"Arbroath : T. Buncle, [1879.].","Arbroath : T. Buncle, [1879.].",T. Buncle,Named publisher or ambiguous,Arbroath,Likely clean single place,,,1879,Supplied,1879,lsidyv3470da8a
14809428,|||,und,,"pp. 334. G. Routledge & Sons: London, 1889 [1888].","pp. 334. G. Routledge & Sons : London, 1889 [1888].",London,Named publisher or ambiguous,pp. 334. G. Routledge & Sons,Multiple places,,,1889,Supplied,1888,lsidyv3b1f9e40
14809481,|||,und,,1691,1691,,Missing,,Missing,,,1691,Exact,1691,lsidyv3422ce74
14809494,|||,und,,"Henry Herringman; printed by T. N. [Thomas Newcomb] : London, 1677.","Henry Herringman; printed by T. N. [Thomas Newcomb] : London, 1677.",London,Named publisher or ambiguous,Henry Herringman; by T. N. [Thomas Newcomb],Multiple places,,,1677,Exact,1677,lsidyv34240fda
14809495,|||,und,,"Henry Herringman; printed by J. M. : London, 1690.","Henry Herringman; printed by J. M. : London, 1690.",London,Named publisher or ambiguous,Henry Herringman; by J. M.,Multiple places,,,1690,Exact,1690,lsidyv3a584380
14809618,|||,und,,"London, 1721.","London, 1721.",,Missing,London,Likely clean single place,Q84,,1721,Exact,1721,lsidyv338fc45f
14809629,|||,und,,"London, Sunderland [printed], 1834.","London, Sunderland [printed], 1834.",,Missing,"London, Sunderland",Review: comma-separated,,,1834,Exact,1834,lsidyv3abea990
14809667,|||,und,,"London, Chester [printed] : Whittaker & Co., 1840.","London, Chester [printed] : Whittaker & Co., 1840.",Whittaker & Co.,Named publisher or ambiguous,"London, Chester",Review: comma-separated,,,1840,Exact,1840,lsidyv3a263464
14809700,|||,und,,"London, 1679.","London, 1679.",,Missing,London,Likely clean single place,Q84,,1679,Exact,1679,lsidyv3426e27f
14809739,|||,und,,"Edinburgh : Maclachlan & Stewart, 1886.","Edinburgh : Maclachlan & Stewart, 1886.",Maclachlan & Stewart,Named publisher or ambiguous,Edinburgh,Likely clean single place,Q23436,,1886,Exact,1886,lsidyv3a98bc2c
14809833,|||,und,,"London, [1789.]","London, [1789.]",,Missing,London,Likely clean single place,Q84,,1789,Supplied,1789,lsidyv396717f1
14809835,|||,und,,"London, 1819.","London, 1819.",,Missing,London,Likely clean single place,Q84,,1819,Exact,1819,lsidyv338d882c
14809943,|||,und,,"London : Sonnenschein & Co., 1893.","London : Sonnenschein & Co., 1893.",Sonnenschein & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1893,Exact,1893,lsidyv3a6286a7
14810115,|||,eng,,"London, 1873-79.","London, 1873-79.",,Missing,"London, 1873-79.",Review: comma-separated,,1879,1873,Exact,1873,lsidyv3cc5e024 -- lsidyv3cbfe351
14810215,|||,und,,"Hawick : R. Armstrong, 1811.","Hawick : R. Armstrong, 1811.",R. Armstrong,Named publisher or ambiguous,Hawick,Likely clean single place,,,1811,Exact,1811,lsidyv34610ead
14810252,|||,und,,"London : E. Stock, 1897.","London : E. Stock, 1897.",E. Stock,Named publisher or ambiguous,London,Likely clean single place,Q84,,1897,Exact,1897,lsidyv3495668b
14810264,|||,eng,,"Exeter : W. Pollard, 1884.","Exeter : W. Pollard, 1884.",W. Pollard,Named publisher or ambiguous,Exeter,Likely clean single place,,,1884,Exact,1884,lsidyv3c22b64c
14810389,|||,und,,"[London] : Privately printed, 1896.","[London] : Privately printed, 1896.",Privately printed,Printer statement,London,Likely clean single place,Q84,,1896,Exact,1896,lsidyv338d19c5
14810393,|||,und,,"London, 1878.","London, 1878.",,Missing,London,Likely clean single place,Q84,,1878,Exact,1878,lsidyv31a1ff6a
14810583,|||,und,,"pp. 229. G. N. Morang & Company: Toronto, 1900.","pp. 229. G. N. Morang & Company : Toronto, 1900.",Toronto,Named publisher or ambiguous,pp. 229. G. N. Morang & Company,Multiple places,,,1900,Exact,1900,lsidyv34791dd7
14810744,enk,eng,,"London, 1832.","London, 1832.",,Missing,London,Likely clean single place,Q84,,1832,Exact,1832,lsidyv349b376a
14810781,|||,eng,,"London, 1848.","London, 1848.",,Missing,London,Likely clean single place,Q84,,1848,Exact,1848,lsidyv306fcd7e
14810897,|||,und,,"pp. xi. 124. Skeffington & Son: London, 1900.","pp. xi. 124. Skeffington & Son : London, 1900.",London,Named publisher or ambiguous,pp. xi. 124. Skeffington & Son,Multiple places,,,1900,Exact,1900,lsidyv31469ca6
14810980,|||,und,,"London, 1874.","London, 1874.",,Missing,London,Likely clean single place,Q84,,1874,Exact,1874,lsidyv3491b67b
14810996,|||,und,,"pp. 304. A. Gardner: Paisley, 1895.","pp. 304. A. Gardner : Paisley, 1895.",Paisley,Named publisher or ambiguous,pp. 304. A. Gardner,Likely clean single place,,,1895,Exact,1895,lsidyv3496d7f3
14811038,|||,und,,"Bruges, 1845.","Bruges, 1845.",,Missing,Bruges,Likely clean single place,,,1845,Exact,1845,lsidyv34203e47 -- lsidyv3384227e
14811063,|||,und,,"George Routledge & Sons : London & New York, 1874.","George Routledge & Sons : London & New York, 1874.",London & New York,Named publisher or ambiguous,George Routledge & Sons,Multiple places,,,1874,Exact,1874,lsidyv39448d0a
14811297,|||,und,,"Edinburgh and London : W. Blackwood & Sons, 1894.","Edinburgh and London : W. Blackwood & Sons, 1894.",W. Blackwood & Sons,Named publisher or ambiguous,Edinburgh and London,Likely clean single place,,,1894,Exact,1894,lsidyv3495c60d
14811359,|||,und,,"pp. viii. 110. Constable & Co.: London, 1896.","pp. viii. 110. Constable & Co. : London, 1896.",London,Named publisher or ambiguous,pp. viii. 110. Constable & Co.,Multiple places,,,1896,Exact,1896,lsidyv34955270
14811655,|||,und,,"London : Chappell & Co.; Chatto & Windus, [1890.].","London : Chappell & Co.; Chatto & Windus, [1890.].",Chappell & Co.; Chatto & Windus,Named publisher or ambiguous,London,Likely clean single place,Q84,,1890,Supplied,1890,lsidyv34eba7b5
14811658,|||,und,,"London & New York : George Routledge & Sons, 1898.","London & New York : George Routledge & Sons, 1898.",George Routledge & Sons,Named publisher or ambiguous,London & New York,Multiple places,,,1898,Exact,1898,lsidyv34744c8b
14811660,|||,und,,"London : Chappell & Co., 1896.","London : Chappell & Co., 1896.",Chappell & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1896,Exact,1896,lsidyv398616f3
14811661,|||,und,,"London : Chappell & Co., [1894.].","London : Chappell & Co., [1894.].",Chappell & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1894,Supplied,1894,lsidyv34ebcc6b
14811662,|||,und,,"London : Chappell & Co., 1892.","London : Chappell & Co., 1892.",Chappell & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1892,Exact,1892,lsidyv34ebc4c1
14811663,|||,und,,"London : George Routledge & Sons, [1890.].","London : George Routledge & Sons, [1890.].",George Routledge & Sons,Named publisher or ambiguous,London,Likely clean single place,Q84,,1890,Supplied,1890,lsidyv3472c3af
14811669,|||,und,,"pp. xv. 240. Century Co.: New York, 1894.","pp. xv. 240. Century Co. : New York, 1894.",New York,Named publisher or ambiguous,pp. xv. 240. Century Co.,Likely clean single place,,,1894,Exact,1894,lsidyv3495dc7b
14811706,|||,und,,"New York & London : F. T. Neely, 1897.","New York & London : F. T. Neely, 1897.",F. T. Neely,Named publisher or ambiguous,London & New York,Multiple places,,,1897,Exact,1897,lsidyv34712b94
14811760,|||,und,,"pp. xi. 166. E. Arnold: London, [1899.]","pp. xi. 166. E. Arnold : London, [1899.]",London,Named publisher or ambiguous,pp. xi. 166. E. Arnold,Likely clean single place,,,1899,Supplied,1899,lsidyv3479105e
14811771,|||,eng,,"Ipswich [printed], London, 1866.","Ipswich [printed], London, 1866.",,Missing,"Ipswich , London",Review: comma-separated,,,1866,Exact,1866,lsidyv3c44f41d
14811870,|||,und,,"Sampson Low, Marston, Searle & Rivington : London, 1880.","Sampson Low, Marston, Searle & Rivington : London, 1880.",London,Named publisher or ambiguous,"Sampson Low, Marston, Searle & Rivington",Multiple places,,,1880,Exact,1880,lsidyv34af4034
14811908,|||,und,,"London, [1872.]","London, [1872.]",,Missing,London,Likely clean single place,Q84,,1872,Supplied,1872,lsidyv3a9968ec
14812060,|||,und,,"Manchester : A. Ireland & Co., 1880.","Manchester : A. Ireland & Co., 1880.",A. Ireland & Co.,Named publisher or ambiguous,Manchester,Likely clean single place,,,1880,Exact,1880,lsidyv34265128
14812535,|||,und,,"London : Hodder & Stoughton, 1885.","London : Hodder & Stoughton, 1885.",Hodder & Stoughton,Named publisher or ambiguous,London,Likely clean single place,Q84,,1885,Exact,1885,lsidyv3aa0969a
14812548,|||,und,,"London : Marcus Ward & Co., [1893.].","London : Marcus Ward & Co., [1893.].",Marcus Ward & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1893,Supplied,1893,lsidyv347397d2
14812670,|||,und,,"Brechin : -152. D. H. Edwards, 1898.","Brechin : -152. D. H. Edwards, 1898.",D. H. Edwards,Named publisher or ambiguous,Brechin,Likely clean single place,,,1898,Exact,1898,lsidyv32c3db32
14812750,|||,eng,,"Dublin, 1812.","Dublin, 1812.",,Missing,Dublin,Likely clean single place,Q1761,,1812,Exact,1812,lsidyv3bc3a0a4
14812758,|||,und,,"London, Edinburgh [printed], 1865.","London, Edinburgh [printed], 1865.",,Missing,"London, Edinburgh",Review: comma-separated,,,1865,Exact,1865,lsidyv34727f84
14812761,|||,eng,,"London : Cassell & Co., 1893.","London : Cassell & Co., 1893.",Cassell & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1893,Exact,1893,lsidyv38e80292
14812765,|||,und,,"Cork : xiii. J. Bolster, 1818.","Cork : xiii. J. Bolster, 1818.",xiii. J. Bolster,Named publisher or ambiguous,Cork,Likely clean single place,,,1818,Exact,1818,lsidyv34204f8e -- lsidyv32b85f5d
14812776,|||,und,,"Dalbeattie; Castle-Douglas [printed] : T. Fraser, 1889.","Dalbeattie; Castle-Douglas [printed] : T. Fraser, 1889.",T. Fraser,Named publisher or ambiguous,Dalbeattie; Castle-Douglas,Multiple places,,,1889,Exact,1889,lsidyv3458179b
14812787,|||,und,,"London, 1874.","London, 1874.",,Missing,London,Likely clean single place,Q84,,1874,Exact,1874,lsidyv3473a6bc
14812833,|||,und,,"Office of the “Daily News�? Port-of-Spain, 1898, etc.","Office of the “Daily News�?: Port-of-Spain, 1898, etc.",Port-of-Spain,Named publisher or ambiguous,"Office of the “Daily News�?,Likely clean single place""",,,1898,Exact,1898,lsidyv3477e81b,
14813017,|||,und,,"London : Griffith & Farran, [1891.].","London : Griffith & Farran, [1891.].",Griffith & Farran,Named publisher or ambiguous,London,Likely clean single place,Q84,,1891,Supplied,1891,lsidyv3470ceac
14813127,|||,und,,[1894.],[1894.],,Missing,,Missing,,,1894,Supplied,1894,lsidyv3087aee8
14813134,|||,eng,,"Philadelphia, 1873.","Philadelphia, 1873.",,Missing,Philadelphia,Likely clean single place,,,1873,Exact,1873,lsidyv3ca45848
14813263,|||,und,,"pp. xi. 136. Constable & Co.: London, 1896.","pp. xi. 136. Constable & Co. : London, 1896.",London,Named publisher or ambiguous,pp. xi. 136. Constable & Co.,Multiple places,,,1896,Exact,1896,lsidyv3496bbe1
14813271,|||,und,,"London : J. Raworth for N. Butter, 1638.","London : J. Raworth for N. Butter, 1638.",J. Raworth for N. Butter,Named publisher or ambiguous,London,Likely clean single place,Q84,,1638,Exact,1638,lsidyv345d6488
14813400,|||,und,,"London, 1804.","London, 1804.",,Missing,London,Likely clean single place,Q84,,1804,Exact,1804,lsidyv3493b229
14813416,|||,und,,"Simla : “The Season�?Press, [1888.].","Simla : “The Season�?Press, [1888.].",“The Season�?Press,Named publisher or ambiguous,Simla,Likely clean single place,,,1888,Supplied,1888,lsidyv34ecb662
14813505,|||,und,,"London, 1785.","London, 1785.",,Missing,London,Likely clean single place,Q84,,1785,Exact,1785,lsidyv306874dd
14813619,|||,und,,"London : Longman, Brown, Green & Longmans, 1847.","London : Longman, Brown, Green & Longmans, 1847.","Longman, Brown, Green & Longmans",Named publisher or ambiguous,London,Likely clean single place,Q84,,1847,Exact,1847,lsidyv32d57465 -- lsidyv3395c0af
